,id,type,address,number,postal_code,municipality,province,location,public,available,hours,full_address,lat,lon
3583,4574.0,,Rue de merckhof ,110.0,4880,Aubel,Provincie Luik,hall accueil,,,,"Rue de merckhof , 4880 Aubel, Liège",50.7066691,5.8733377
3584,4575.0,,Rue place d arenberg ,20.0,6200,Châtelineau,Provincie Henegouwen,local direction,,,,"Rue place d arenberg , 6200 Châtelineau, Hainaut",50.4116619,4.5188726
3585,4576.0,,Rue du palais ,42.0,1030,Bruxelles,Brussels Hoofdstedelijk Gewest,hall accueil,,,,"Rue du palais , 1030 Bruxelles, Bruxelles-brussel",50.8659823,4.3661988
3586,4577.0,,Minervastraat ,8.0,1930,Zaventem,Provincie Vlaams-Brabant,hall accueil,,,,"Minervastraat , 1930 Zaventem, Vlaams-brabant",50.8796534,4.4517106
3587,4578.0,,Quai du halage3 ,3.0,4400,Flémalle,Provincie Luik,local des toilettes,,,,"Quai du halage3 , 4400 Flémalle, Liège",50.618506,5.509982
3588,4579.0,,Rue de la digue,20.0,4400,Flémalle,Provincie Luik,entrepot,,,,"Rue de la digue, 4400 Flémalle, Liège",50.5943469,5.4736976
3589,4580.0,,Rue renory ,478.0,4031,Angleur,Provincie Luik,accueil,,,,"Rue renory , 4031 Angleur, Liège",50.6078268,5.5701979
3590,4581.0,,Rue ernest solvay ,208.0,4000,Liège,Provincie Luik,accueil,,,,"Rue ernest solvay , 4000 Liège, Liège",50.6095385,5.5561344
3591,4582.0,,Rue sart d avette,110.0,4400,Flémalle,Provincie Luik,accueil,,,,"Rue sart d avette, 4400 Flémalle, Liège",50.6070984,5.4171807
3592,4584.0,,Chaussée de liège ,1103.0,5101,Lives-sur-meuse,Provincie Namen,accueil,,,,"Chaussée de liège , 5101 Lives-sur-meuse, Namur",50.4676612,4.9263419
3593,4585.0,,Rue des viaux,1.0,5100,Naninne,Provincie Namen,accueil,,,,"Rue des viaux, 5100 Naninne, Namur",50.4236804,4.9179141
3594,4586.0,,Rue noiret,6.0,5660,Couvin,Provincie Namen,accueil,,,,"Rue noiret, 5660 Couvin, Namur",50.043049,4.4600746
3595,4587.0,,Rue des templiers s/n ,,7080,Frameries,Provincie Henegouwen,"rez,club house ROC",,,,"Rue des templiers s/n , 7080 Frameries, Hainaut",50.3996624,3.900249
3596,4588.0,,Stationsstraat z/nr  ,,9860,Scheldewindeke,Provincie Oost-Vlaanderen,scheidsrechterlokaal,,,,"Stationsstraat z/nr  , 9860 Scheldewindeke, Oost-vlaanderen",50.9364236,3.777247
3597,4589.0,,Hanenstraat ,148.0,9255,Buggenhout,Provincie Oost-Vlaanderen,"inkomhal,glvl",,,,"Hanenstraat , 9255 Buggenhout, Oost-vlaanderen",51.0112753,4.1922934
3598,4590.0,,De tyraslaan ,109.0,1120,Brussel,Brussels Hoofdstedelijk Gewest,onmiddellyk aan de inkombalie,,,,"De tyraslaan , 1120 Brussel, Bruxelles-brussel",50.9084235,4.3963537
3599,4593.0,,Rue du château ,27.0,1480,Clabecq,Provincie Waals-Brabant,,,,,"Rue du château , 1480 Clabecq, Brabant wallon",50.6860968,4.223364
3600,4594.0,,A. algoetstraat ,77.0,1750,Sint-kwintens-lennik,Provincie Vlaams-Brabant,"buitengevel sporthal,ingang",,,,"A. algoetstraat , 1750 Sint-kwintens-lennik, Vlaams-brabant",50.8069493,4.1605503
3601,4595.0,,Vesten ,90.0,9120,Beveren-waas,Provincie Oost-Vlaanderen,showroom,,,,"Vesten , 9120 Beveren-waas, Oost-vlaanderen",51.2169871,4.2688034
3602,4597.0,,Valkestraat ,18.0,8620,Nieuwpoort,Provincie West-Vlaanderen,ingang De City,,,,"Valkestraat , 8620 Nieuwpoort, West-vlaanderen",51.1334395,2.7511545
3603,4598.0,,Elf juliwijk,6.0,8620,Nieuwpoort,Provincie West-Vlaanderen,kinderboerderij,,,,"Elf juliwijk, 8620 Nieuwpoort, West-vlaanderen",51.13539,2.73936
3604,4599.0,,Rue jean kurtz,64.0,4801,Stembert,Provincie Luik,étage O-couloir vers pistes,,,,"Rue jean kurtz, 4801 Stembert, Liège",50.5801945,5.8918242
3605,4600.0,,Rue du tonnelet ,76.0,4900,Spa,Provincie Luik,étage AO,,,,"Rue du tonnelet , 4900 Spa, Liège",50.4918451,5.8845171
3606,4601.0,,Rue traverse ,9.0,4980,Trois-ponts,Provincie Luik,niveau O,,,,"Rue traverse , 4980 Trois-ponts, Liège",50.3717695,5.8687705
3607,4602.0,,Rue adolphe bastin,7.0,4900,Spa,Provincie Luik,réfectoire sous-sol,,,,"Rue adolphe bastin, 4900 Spa, Liège",50.4910234,5.8586316
3608,4603.0,,Rue alphonse collette ,25.0,4910,Theux,Provincie Luik,"rez de ch,buvette",,,,"Rue alphonse collette , 4910 Theux, Liège",50.5567674,5.8991728
3609,4604.0,,Rue st médard,1.0,6560,Solre-sur-sambre,Provincie Henegouwen,au sous-sol,,,,"Rue st médard, 6560 Solre-sur-sambre, Hainaut",50.3090083,4.1519023
3610,4605.0,,Rue j.b. stouffs ,12.0,1332,Genval,Provincie Waals-Brabant,"rez de ch,salle de réunion",,,,"Rue j.b. stouffs , 1332 Genval, Brabant wallon",50.714688,4.4984488
3611,4606.0,Appareil fixe-Vast apparaat,Rue de rixensart ,,1332,Genval	,Provincie Waals-Brabant,Anciennes papeteries ,Non-Nee,Non-Nee,,"Rue de rixensart , 1332 Genval	, Brabant wallon",50.7225698,4.5151181
3612,4607.0,,Kasteeldreef ,61.0,2900,Schoten,Provincie Antwerpen,"park,ingang resto De Riddershoeve",,,,"Kasteeldreef , 2900 Schoten, Antwerpen",51.2477406,4.4921443
3613,4608.0,,Rue lütticher,65.0,4721,Neu-moresnet,Provincie Luik,appretur atelier,,,,"Rue lütticher, 4721 Neu-moresnet, Liège",50.7142625,6.0137127
3614,4609.0,,Spiegel,15.0,9860,Oosterzele,Provincie Oost-Vlaanderen,"1ste verd,rechtover trappenhal",,,,"Spiegel, 9860 Oosterzele, Oost-vlaanderen",50.9429704,3.7877886
3615,4612.0,,Chaussée de nivelle ,37.0,6041,Gosselies,Provincie Henegouwen,,,,,"Chaussée de nivelle , 6041 Gosselies, Hainaut",50.4739775,4.4296891
3616,4613.0,,Rue des français,147.0,6020,Dampremy,Provincie Henegouwen,hall d entrée,,,,"Rue des français, 6020 Dampremy, Hainaut",50.4222877,4.4376722
3617,4614.0,,Rue des couturelles,2.0,6044,Roux,Provincie Henegouwen,"1° étage, hall d entrée",,,,"Rue des couturelles, 6044 Roux, Hainaut",50.4478882,4.3891838
3618,4615.0,,Place albert 1er,38.0,6030,Marchienne-au-pont,Provincie Henegouwen,local des maitres nageurs,,,,"Place albert 1er, 6030 Marchienne-au-pont, Hainaut",50.4009791,4.4803203
3619,4616.0,,Place albert 1er,38.0,6030,Marchienne-au-pont,Provincie Henegouwen,à l étage à l entrée sall omni,,,,"Place albert 1er, 6030 Marchienne-au-pont, Hainaut",50.4009791,4.4803203
3620,4617.0,,Place jules destrée,15.0,6060,Gillycharleroi),Provincie Henegouwen,"rez de ch,salle omnisport",,,,"Place jules destrée, 6060 Gillycharleroi), Hainaut",50.4313529,4.5197116
3621,4618.0,,Place jules destrée ,15.0,6060,Gillycharleroi),Provincie Henegouwen,à l entrée sol bord piscine,,,,"Place jules destrée , 6060 Gillycharleroi), Hainaut",50.4313529,4.5197116
3622,4619.0,,Rue du fort,80.0,6000,Charleroi,Provincie Henegouwen,"salle de gym, rez de ch",,,,"Rue du fort, 6000 Charleroi, Hainaut",50.4167506,4.4439452
3623,4620.0,,Rue du poirie ,226.0,6061,Montignies-sur-sambre,Provincie Henegouwen,"piscine,local des maitres-nageu",,,,"Rue du poirie , 6061 Montignies-sur-sambre, Hainaut",50.407649,4.4653163
3624,4621.0,,Rue du poirie ,226.0,6061,Montignies-sur-sambre,Provincie Henegouwen,DOJO,,,,"Rue du poirie , 6061 Montignies-sur-sambre, Hainaut",50.407649,4.4653163
3625,4622.0,,Rue du poirie ,226.0,6061,Montignies-sur-sambre,Provincie Henegouwen,"salle omnisport,à gauche l entr",,,,"Rue du poirie , 6061 Montignies-sur-sambre, Hainaut",50.407649,4.4653163
3626,4623.0,,Rue des monts ,,6001,Marcinelle,Provincie Henegouwen,"rez de ch,local gardiens",,,,"Rue des monts , 6001 Marcinelle, Hainaut",50.39867,4.43632
3627,4624.0,,Rue de l asie,,6001,Marcinelle,Provincie Henegouwen,"rez,local gardiensaccès par s omni",,,,"Rue de l asie, 6001 Marcinelle, Hainaut",50.37908,4.43758
3628,4625.0,,Terhulpsesteenweg ,120.0,1000,Brussel,Provincie Vlaams-Brabant,"glvl,rechts vd hoofdingang",,,,"Terhulpsesteenweg , 1000 Brussel, Bruxelles-brussel",50.7613064,4.4525119
3629,4626.0,,Berchemstadionstraat,73.0,2600,Berchem,Provincie Antwerpen,"hoofdingang,glvl",,,,"Berchemstadionstraat, 2600 Berchem, Antwerpen",51.1883128,4.4374238
3630,4628.0,Appareil fixe-Vast apparaat,Rue des gottes,8.0,4051,Vaux-sous-chèvrement,Provincie Luik,La Ferme de Chevremont - in de cafetaria,Non-Nee,Non-Nee,,"Rue des gottes, 4051 Vaux-sous-chèvrement, Liège",50.6012909,5.6533469
3631,4631.0,,Bevrijdingslaan ,,8700,Tielt,Provincie West-Vlaanderen,"receptie,showroom glvl",,,,"Bevrijdingslaan , 8700 Tielt, West-vlaanderen",51.000012,3.3525503
3632,4632.0,,Bevrijdingslaan,,8700,Tielt,Provincie West-Vlaanderen,magazijn,,,,"Bevrijdingslaan, 8700 Tielt, West-vlaanderen",51.000012,3.3525503
3633,4633.0,,Jules bordetlaan ,48.0,8670,Koksijde,Provincie West-Vlaanderen,"glvl, kleine zaal rechts",,,,"Jules bordetlaan , 8670 Koksijde, West-vlaanderen",51.117577,2.6744402
3634,4634.0,,Rue des coquelicots ,,4020,Liège,Provincie Luik,face à la récept sous vascal,,,,"Rue des coquelicots , 4020 Liège, Liège",50.6357288,5.6141869
3635,4635.0,,Rue du bosquet ,15.0,1348,Louvain-la-neuve,Provincie Waals-Brabant,"rez,proximiti",,,,"Rue du bosquet , 1348 Louvain-la-neuve, Brabant wallon",50.6605271,4.6288818
3636,4636.0,,Rue vieille,55.0,5570,Baronville,Provincie Namen,"salle des fêtes,rez de ch",,,,"Rue vieille, 5570 Baronville, Namur",50.1264148,4.9473741
3637,4637.0,,Rue de l agace,5.0,7061,Casteaumons),Provincie Henegouwen,sous le préau de la cour de récré,,,,"Rue de l agace, 7061 Casteaumons), Hainaut",50.5136555,4.0065534
3638,4638.0,,Rue de la place,,7062,Naast,Provincie Henegouwen,"rez,couloir accès sal polyva",,,,"Rue de la place, 7062 Naast, Hainaut",50.5539032,4.1003509
3639,4639.0,,Place van zeeland,33.0,7060,Soignies,Provincie Henegouwen,"rez,hall entrée",,,,"Place van zeeland, 7060 Soignies, Hainaut",50.5785769,4.0684611
3640,4640.0,,Rue joseph quintart ,127.0,7063,Chaussée-notre-dame-louvignies,Provincie Henegouwen,"hall entrée,rez",,,,"Rue joseph quintart , 7063 Chaussée-notre-dame-louvignies, Hainaut",50.5900873,3.9969453
3641,4641.0,,Rue centrale,8.0,7063,Neufvilles,Provincie Henegouwen,sous le préau de la cour récréatio,,,,"Rue centrale, 7063 Neufvilles, Hainaut",50.5672076,4.0015201
3642,4642.0,,Rue noblehaye ,113.0,4653,Bolland,Provincie Luik,"vestiaire de l arbitre,rez de ch",,,,"Rue noblehaye , 4653 Bolland, Liège",50.6491594,5.7671074
3643,4643.0,,Place terdelt ,1.0,1030,Bruxelles,Brussels Hoofdstedelijk Gewest,,,,,"Place terdelt , 1030 Bruxelles, Bruxelles-brussel",50.8683032,4.3897767
3644,4644.0,,Boulevard ernest solvay ,475.0,4000,Liège,Provincie Luik,rez de ch de l établi,,,,"Boulevard ernest solvay , 4000 Liège, Liège",50.6590203,5.5976884
3645,4645.0,,Henry fordlaan ,1.0,3600,Genk,Provincie Limburg,"ingang Munsterenstr,EHBO lokaal",,,,"Henry fordlaan , 3600 Genk, Limburg",50.9207085,5.4856338
3646,4646.0,,Rue du 28 juin ,102.0,6180,Courcelles,Provincie Henegouwen,salle paroisiale,,,,"Rue du 28 juin , 6180 Courcelles, Hainaut",50.4620528,4.3694277
3647,4647.0,,Rue du calvaire ,29.0,6061,Montignies-sur-sambre,Provincie Henegouwen,"salle de gym, rez de ch",,,,"Rue du calvaire , 6061 Montignies-sur-sambre, Hainaut",50.4250276,4.475118
3648,4648.0,,Rue d oignies ,3.0,6250,Aiseau,Provincie Henegouwen,,,,,"Rue d oignies , 6250 Aiseau, Hainaut",50.4261445,4.603808
3649,4649.0,,Rue ernest solvay ,339.0,4000,Liège,Provincie Luik,hall d entrée bât. Principal,,,,"Rue ernest solvay , 4000 Liège, Liège",50.6095385,5.5561344
3650,4650.0,,Rue st exupéry ii ,14.0,6041,Gosselies,Provincie Henegouwen,3ième étage centre,,,,"Rue st exupéry ii , 6041 Gosselies, Hainaut",50.4702226,4.4640684
3651,4651.0,,Rue liège airport ,50.0,4460,Grâce-hollogne,Provincie Luik,3ème étage,,,,"Rue liège airport , 4460 Grâce-hollogne, Liège",50.6335005,5.4798967
3652,4652.0,,Sint-jansstraat ,132.0,9982,Sint-laureins,Provincie Oost-Vlaanderen,n tunneltje - onthaal,,,,"Sint-jansstraat , 9982 Sint-laureins, Oost-vlaanderen",51.2578933,3.5843449
3653,4654.0,,Schupstraat ,9.0,2018,Antwerpen,Provincie Antwerpen,"blok B,2° verdoffice",,,,"Schupstraat , 2018 Antwerpen, Antwerpen",51.2144535,4.4182995
3654,4655.0,,Schupstraat ,9.0,2018,Antwerpen,Provincie Antwerpen,"blok +C,2° verdfactory",,,,"Schupstraat , 2018 Antwerpen, Antwerpen",51.2144535,4.4182995
3655,4656.0,,Waversesteenweg ,1100.0,1180,Brussel,Brussels Hoofdstedelijk Gewest,,,,,"Waversesteenweg , 1180 Brussel, Bruxelles-brussel",50.82174269999999,4.4062889
3656,4657.0,,Rue faubourg de bruxelles ,105.0,6041,Gosselies,Provincie Henegouwen,local éducateurs,,,,"Rue faubourg de bruxelles , 6041 Gosselies, Hainaut",50.4747868,4.4374645
3657,4658.0,,Boulevard pacheco,32.0,1000,Bruxelles,Brussels Hoofdstedelijk Gewest,"RDC,poste de garde sécurité",,,,"Boulevard pacheco, 1000 Bruxelles, Bruxelles-brussel",50.8520424,4.3623969
3658,4659.0,,Interleuvenlaan ,15.0,3001,Heverlee,Provincie Vlaams-Brabant,"receptie,1° verd",,,,"Interleuvenlaan , 3001 Heverlee, Vlaams-brabant",50.8507187,4.7303674
3659,4660.0,,Avenue des pleiades ,73.0,1200,Brussel,Brussels Hoofdstedelijk Gewest,"2de verd,rechts voor lift",,,,"Avenue des pleiades , 1200 Brussel, Bruxelles-brussel",50.8546775,4.4207595
3660,4661.0,,Brusselsesteenweg ,288.0,3090,Overijse,Provincie Vlaams-Brabant,printerlokaal achter recept,,,,"Brusselsesteenweg , 3090 Overijse, Vlaams-brabant",50.7829478,4.5082486
3661,4662.0,,Rue carli ,13.0,1140,Bruxelles,Brussels Hoofdstedelijk Gewest,à droite de la réception,,,,"Rue carli , 1140 Bruxelles, Bruxelles-brussel",50.8804131,4.3916108
3662,4663.0,,Avenue herman debroux,46.0,1160,Bruxelles,Brussels Hoofdstedelijk Gewest,réception 6ième étage,,,,"Avenue herman debroux, 1160 Bruxelles, Bruxelles-brussel",50.8127249,4.430998
3663,4664.0,,Place antoine gilson ,6.0,1170,Bruxelles,Brussels Hoofdstedelijk Gewest,façade,,,,"Place antoine gilson , 1170 Bruxelles, Bruxelles-brussel",50.7979385,4.4170986
3664,4665.0,,Rue grates,3.0,1170,Bruxelles,Brussels Hoofdstedelijk Gewest,sur la façade du n° 3,,,,"Rue grates, 1170 Bruxelles, Bruxelles-brussel",50.8077767,4.4017586
3665,4666.0,,Avenue des nymphes,1.0,1170,Bruxelles,Brussels Hoofdstedelijk Gewest,"en face de la piste,niv escal",,,,"Avenue des nymphes, 1170 Bruxelles, Bruxelles-brussel",50.8058898,4.4141073
3666,4667.0,,Rue lambert vandervelde ,31.0,1170,Bruxelles,Brussels Hoofdstedelijk Gewest,couloir principal,,,,"Rue lambert vandervelde , 1170 Bruxelles, Bruxelles-brussel",50.8117257,4.3974285
3667,4668.0,,Quai saint brice ,35.0,7500,Tournai,Provincie Henegouwen,,,,,"Quai saint brice , 7500 Tournai, Hainaut",50.6082026,3.3915755
3668,4669.0,,Rue des blancs arbres ,1.0,7911,Hacquegnies,Provincie Henegouwen,local derrière la récepti,,,,"Rue des blancs arbres , 7911 Hacquegnies, Hainaut",50.6445366,3.6035852
3669,4670.0,,Chaussée d ixelles,213.0,1050,Bruxelles,Brussels Hoofdstedelijk Gewest,"rez,sur le mur de gauche",,,,"Chaussée d ixelles, 1050 Bruxelles, Bruxelles-brussel",50.8327497,4.3667058
3670,4671.0,,Boulevard du souverain,36.0,1170,Bruxelles,Brussels Hoofdstedelijk Gewest,"4° étage,en face accueil",,,,"Boulevard du souverain, 1170 Bruxelles, Bruxelles-brussel",50.8057269,4.4266179
3671,4672.0,,Avenue de villas,3.0,4180,Hamoir,Provincie Luik,local de remplissage,,,,"Avenue de villas, 4180 Hamoir, Liège",50.4317566,5.5352772
3672,4673.0,,Avenue des villas,3.0,4180,Hamoir,Provincie Luik,couloir entr s échage et surge,,,,"Avenue des villas, 4180 Hamoir, Liège",50.4317566,5.5352772
3673,4674.0,,Klein opperstraat,8.0,3201,Langdorp,Provincie Vlaams-Brabant,veranda clubhuis,,,,"Klein opperstraat, 3201 Langdorp, Vlaams-brabant",51.0170425,4.892667
3674,4675.0,,Bergensesteenweg,1024.0,1070,Brussel,Brussels Hoofdstedelijk Gewest,"1° verd, kopielokaal",,,,"Bergensesteenweg, 1070 Brussel, Bruxelles-brussel",50.8428355,4.3351247
3675,4676.0,,Jan samijsstraat ,9.0,9050,Gentbrugge,Provincie Oost-Vlaanderen,"1ste verd, kopielokaal",,,,"Jan samijsstraat , 9050 Gentbrugge, Oost-vlaanderen",51.0422649,3.7515996
3676,4677.0,,Boulevard des invalides,214.0,1160,Bruxelles,Brussels Hoofdstedelijk Gewest,réception,,,,"Boulevard des invalides, 1160 Bruxelles, Bruxelles-brussel",50.8180236,4.4113849
3677,4678.0,,Chaussée de wavre ,1854.0,1160,Bruxelles,Brussels Hoofdstedelijk Gewest,cafétaria,,,,"Chaussée de wavre , 1160 Bruxelles, Bruxelles-brussel",50.821486,4.4066304
3678,4679.0,,Chaussée de wavre ,1690.0,1160,Bruxelles,Brussels Hoofdstedelijk Gewest,"salle""Vrijdag"",2° étage",,,,"Chaussée de wavre , 1160 Bruxelles, Bruxelles-brussel",50.821486,4.4066304
3679,4680.0,,Waversesteenweg ,1945.0,1160,Brussel,Brussels Hoofdstedelijk Gewest,"3° étage,bij verlaten lift",,,,"Waversesteenweg , 1160 Brussel, Bruxelles-brussel",50.822204,4.404761
3680,4681.0,,Hengstenberg,107.0,3090,Overijse,Provincie Vlaams-Brabant,"ingang leveranciers,colli s ontva",,,,"Hengstenberg, 3090 Overijse, Vlaams-brabant",50.7789031,4.5019824
3681,4682.0,,Raketstraat ,60.0,1130,Brussel,Brussels Hoofdstedelijk Gewest,"1ste verd, receptie",,,,"Raketstraat , 1130 Brussel, Bruxelles-brussel",50.8777224,4.4221934
3682,4683.0,,Route de bavay z.i. ,2.0,7080,Frameries,Provincie Henegouwen,local des contremaitres,,,,"Route de bavay z.i. , 7080 Frameries, Hainaut",50.3957169,3.9142994
3683,4684.0,,Rue chapelle marion ,1.0,5030,Gembloux,Provincie Namen,réception,,,,"Rue chapelle marion , 5030 Gembloux, Namur",50.5637,4.6898
3684,4685.0,,St-jozefstraat ,1.0,8820,Torhout,Provincie West-Vlaanderen,"buitenzijde gebouw,links hoofding",,,,"St-jozefstraat , 8820 Torhout, West-vlaanderen",51.069173,3.1064072
3685,4686.0,,Fond des rivaux,,5500,Dinant,Provincie Namen,"buvette-club sportif,anc ch d Yvoi",,,,"Fond des rivaux, 5500 Dinant, Namur",50.2909477,4.8969495
3686,4687.0,,Rue le marais,76.0,4530,Villers-le-bouillet,Provincie Luik,entrée principale,,,,"Rue le marais, 4530 Villers-le-bouillet, Liège",50.5824137,5.275565
3687,4688.0,,Rue de waremme ,5.0,4530,Villers-le-bouillet,Provincie Luik,entrée principale,,,,"Rue de waremme , 4530 Villers-le-bouillet, Liège",50.583484,5.2599935
3688,4689.0,,Rue des marronniers ,16.0,4530,Villers-le-bouillet,Provincie Luik,entrée principale,,,,"Rue des marronniers , 4530 Villers-le-bouillet, Liège",50.5692979,5.2646673
3689,4690.0,,Rue résidence charles plisnier ,28.0,7000,Mons,Provincie Henegouwen,local cuisine,,,,"Rue résidence charles plisnier , 7000 Mons, Hainaut",50.47687,3.9187
3690,4691.0,,Rue reine astrid ,179.0,4480,Engis,Provincie Luik,hall accueil,,,,"Rue reine astrid , 4480 Engis, Liège",50.5861301,5.3973302
3691,4692.0,,Rue batis de corère,,5330,Assesse,Provincie Namen,extérieur,,,,"Rue batis de corère, 5330 Assesse, Namur",50.3793717,4.9849669
3692,4693.0,,Rue wilmet ,5.0,6110,Montigny-le-tilleul,Provincie Henegouwen,hall accueil,,,,"Rue wilmet , 6110 Montigny-le-tilleul, Hainaut",50.3769529,4.3786532
3693,4694.0,,Rue de coulsore ,,6110,Montigny-le-tilleul,Provincie Henegouwen,cafetaria,,,,"Rue de coulsore , 6110 Montigny-le-tilleul, Hainaut",50.3764927,4.3492182
3694,4695.0,,Rue bois frion ,,6110,Montigny-le-tilleul,Provincie Henegouwen,cafetaria,,,,"Rue bois frion , 6110 Montigny-le-tilleul, Hainaut",50.3774433,4.3685213
3695,4696.0,,Rue de saint hubert ,,6950,Nassogne,Provincie Luxemburg,cafetaria,,,,"Rue de saint hubert , 6950 Nassogne, Luxembourg",50.1128826,5.3192959
3696,4697.0,,Grand rue ,,6953,Masbourg,Provincie Luxemburg,hall accueil,,,,"Grand rue , 6953 Masbourg, Luxembourg",50.11340999999999,5.31374
3697,4698.0,,Grand rue,,6951,Bande,Provincie Luxemburg,vestiaires,,,,"Grand rue, 6951 Bande, Luxembourg",50.1651711,5.4118579
3698,4699.0,,Place communale ,1.0,6950,Nassogne,Provincie Luxemburg,hall accueil,,,,"Place communale , 6950 Nassogne, Luxembourg",50.128636,5.342435
3699,4700.0,,Rue de la haut ,3.0,6950,Nassogne,Provincie Luxemburg,hall accueil,,,,"Rue de la haut , 6950 Nassogne, Luxembourg",50.1186045,5.3798397
3700,4701.0,,Rue des allies,,6953,Forrières,Provincie Luxemburg,vestiaires,,,,"Rue des allies, 6953 Forrières, Luxembourg",50.1348624,5.2907481
3701,4702.0,,Rue des ochires,,6929,Daverdisse,Provincie Luxemburg,local cafetaria,,,,"Rue des ochires, 6929 Daverdisse, Luxembourg",49.9952488,5.0177517
3702,4703.0,,Rue colline du mardasson ,5.0,6600,Bastogne,Provincie Luxemburg,centre d interprétation,,,,"Rue colline du mardasson , 6600 Bastogne, Luxembourg",50.009205,5.7383803
3703,4704.0,,Boulevard roullier ,1.0,6000,Charleroi,Provincie Henegouwen,dans le hall d entrée,,,,"Boulevard roullier , 6000 Charleroi, Hainaut",50.417288,4.4488853
3704,4705.0,,Avenue de la porallée,40.0,4920,Aywaille,Provincie Luik,hall omnisports,,,,"Avenue de la porallée, 4920 Aywaille, Liège",50.4791647,5.6986837
3705,4706.0,,Atomiumsquare ,1.0,1020,Brussel,Brussels Hoofdstedelijk Gewest,"inkom Pool via PO,glvl",,,,"Atomiumsquare , 1020 Brussel, Bruxelles-brussel",50.8947767,4.341444
3706,4707.0,,Avenue konrad adenauer ,8.0,1200,Bruxelles,Brussels Hoofdstedelijk Gewest,accueil,,,,"Avenue konrad adenauer , 1200 Bruxelles, Bruxelles-brussel",50.8508579,4.4490574
3707,4708.0,,Rue warmonceau ,318.0,6000,Charleroi,Provincie Henegouwen,accueil 1er étage,,,,"Rue warmonceau , 6000 Charleroi, Hainaut",50.425715,4.4647904
3708,4709.0,,Chaussée de binche ,101.0,7000,Mons,Provincie Henegouwen,accueil,,,,"Chaussée de binche , 7000 Mons, Hainaut",50.4518642,3.9809829
3709,4711.0,,Boulevard d avroy,53.0,4000,Liège,Provincie Luik,accueil,,,,"Boulevard d avroy, 4000 Liège, Liège",50.6353953,5.5676214
3710,4712.0,,Rue stroobants,75.0,1140,Bruxelles,Brussels Hoofdstedelijk Gewest,couloir vestiaire,,,,"Rue stroobants, 1140 Bruxelles, Bruxelles-brussel",50.8795144,4.3958653
3711,4713.0,,Rue de doolegt ,6.0,1140,Bruxelles,Brussels Hoofdstedelijk Gewest,entrée salle de sport,,,,"Rue de doolegt , 1140 Bruxelles, Bruxelles-brussel",50.8781646,4.396854
3712,4714.0,,Avenue notre dame ,40.0,1140,Bruxelles,Brussels Hoofdstedelijk Gewest,1er étagesalle de sport,,,,"Avenue notre dame , 1140 Bruxelles, Bruxelles-brussel",50.8709959,4.3991111
3713,4715.0,,Windmolenstraat ,39.0,1140,Bruxelles,Brussels Hoofdstedelijk Gewest,salle de sports,,,,"Windmolenstraat , 1140 Bruxelles, Bruxelles-brussel",50.8733791,4.3960454
3714,4716.0,,Rue du centenaire ,120.0,7300,Boussu,Provincie Henegouwen,salle de sport,,,,"Rue du centenaire , 7300 Boussu, Hainaut",50.43074,3.79598
3715,4718.0,,Rue barbet ,86.0,7301,Boussu,Provincie Henegouwen,tennis,,,,"Rue barbet , 7301 Boussu, Hainaut",50.4326715,3.8329618
3716,4719.0,,Rue verte voie,20.0,1348,Louvain-la-neuve,Provincie Waals-Brabant,"foundation Humblet,1er étage",,,,"Rue verte voie, 1348 Louvain-la-neuve, Brabant wallon",50.6730264,4.6162533
3717,4720.0,,Square hiernaux ,2.0,6000,Charleroi,Provincie Henegouwen,hall d entrée,,,,"Square hiernaux , 6000 Charleroi, Hainaut",50.4171625,4.4505303
3718,4721.0,,Quai des vieux moulins ,4.0,4970,Stavelot,Provincie Luik,premier étage,,,,"Quai des vieux moulins , 4970 Stavelot, Liège",50.3935496,5.9334638
3719,4722.0,,Rue des ecoles ,2.0,4560,Clavier,Provincie Luik,bâtiment caisse vestiaires,,,,"Rue des ecoles , 4560 Clavier, Liège",50.41347,5.29979
3720,4723.0,,Rue de liège,39.0,6180,Courcelles,Provincie Henegouwen,couloir usine local Nr 5,,,,"Rue de liège, 6180 Courcelles, Hainaut",50.4747451,4.3657521
3721,4724.0,,Rue venelle des capucins,6.0,5000,Namur,Provincie Namen,Rhall entrée,,,,"Rue venelle des capucins, 5000 Namur, Namur",50.4654105,4.8662977
3722,4725.0,,Rue josph saintraint ,3.0,5000,Namur,Provincie Namen,salle principale,,,,"Rue josph saintraint , 5000 Namur, Namur",50.4631169,4.8609868
3723,4726.0,,Rue route merveilleuse ,64.0,5000,Namur,Provincie Namen,entrée,,,,"Rue route merveilleuse , 5000 Namur, Namur",50.4580835,4.8585376
3724,4727.0,,Rue ront-point thonard,1.0,5000,Namur,Provincie Namen,bureaux,,,,"Rue ront-point thonard, 5000 Namur, Namur",50.4571316,4.8524212
3725,4728.0,,Chaussée de wavre ,41.0,4217,Héron,Provincie Luik,hall entrée,,,,"Chaussée de wavre , 4217 Héron, Liège",50.5489171,5.0984881
3726,4729.0,,Waterleestweg ,12.0,1980,Eppegem,Provincie Vlaams-Brabant,inkomhal sporthal,,,,"Waterleestweg , 1980 Eppegem, Vlaams-brabant",50.9702194,4.4493107
3727,4730.0,,Rue des boulonneries ,1.0,7100,La,Provincie Henegouwen,bureau dans le hall,,,,"Rue des boulonneries , 7100 La, Hainaut",50.4835757,4.1847691
